name_cn,name_en,type,grapes,favor,age,market_price,price,score,click,factory,location
五橡园赤霞珠干红葡萄酒,"Five Oaks Vineyard Cabernet D R, Yarra Valley, Australia",桃红葡萄酒,赤霞珠,,2013,-1,-1,,1249,五橡园酒庄,澳大利亚-雅拉谷
蒙塔拉酒庄查蓝巴路珍藏西拉干红葡萄酒,"Montara Chalambar Road Reserve Shiraz, Grampians, Australia",红葡萄酒,西拉,李子 橡木 樱桃,2008,-1,-1,,2518,蒙塔山酒庄,澳大利亚-格兰皮恩斯
优伶斯莫雷园西拉维欧尼混酿干红葡萄酒,"Yering Station Smedley Lane Vineyard Shiraz - Viognier, Yarra Valley, Australia",红葡萄酒,"西拉
维欧尼",,2006,1020,-1,杰西斯·罗宾逊:0.25,1426,优伶酒庄,澳大利亚-雅拉谷
石街破碎之路霞多丽干白葡萄酒,"Stonestreet Broken Road Chardonnay, Alexander Valley, USA",白葡萄酒,霞多丽,桃 橘子,2012,-1,-1,"《葡萄酒倡导家》:0.92
史蒂芬·坦泽:0.92
《葡萄酒倡导家》:0.92
《葡萄酒爱好者》:0.92
《葡萄酒倡导家》:0.92",909,石街酒庄,美国-索诺玛县
路易斯•卡纳斯格兰珍藏干红葡萄酒,"Bodegas Luis Canas Gran Reserva, Rioja DOCa, Spain",红葡萄酒,"丹魄
歌海娜
佳丽酿",,2005,490,-1,"杰西斯·罗宾逊:0.75
《葡萄酒爱好者》:0.93",2519,路易斯•卡纳斯酒庄,西班牙-里奥哈
埃尔金赤霞珠干红葡萄酒,"Elgin Vintners Cabernet Sauvignon, Elgin, South Africa",红葡萄酒,赤霞珠,红李子 黑加仑,2008,-1,-1,,1155,埃尔金酒庄,南非-奥弗山
卡瓦斯山大思维佳酿干红葡萄酒,"Cavas Hill Gran Civet Crianza, Penedes, Spain",红葡萄酒,丹魄,,2008,-1,-1,,3112,卡瓦斯山酒庄,西班牙-佩内德斯
托布雷后裔干红葡萄酒,"Torbreck Descendant, Barossa Valley, Australia",红葡萄酒,"西拉 93%
维欧尼 7%",花香 黑李子 黑莓 桑葚,2017,-1,-1,"帕克团队:0.96
《詹姆士·韩礼德澳大利亚葡萄酒指南》:0.9
罗伯特·帕克官网:0.93
詹姆斯·萨克林:0.89",17825,托布雷酒庄,澳大利亚-巴罗萨谷
,les jamelles selection speciale cabernet sauvignon-merlot (vin de pays d'oc),红葡萄酒,,,2000,-1,-1,《葡萄酒爱好者》:0.87,1319,夏美利酒庄,法国-朗格多克-露喜龙
斯伦贝榭酒庄灰皮诺小房干白葡萄酒,"Weingut Hartmut Schlumberger Grauburgunder Kabinett Trocken, Baden, Germany",白葡萄酒,灰皮诺,,2012,-1,-1,,639,斯伦贝榭酒庄,德国-巴登
溪谷风酒庄莫斯卡托微起泡酒,"Gully Winds Moscato, South Australia, Australia",起泡酒,麝香,荔枝 玫瑰 青柠,2017,240,-1,,2272,溪谷风酒庄,澳大利亚-南澳州
维加德卡洛陈酿红葡萄酒,"Bodegas Vega del Castillo Crianza, Navarra, Spain",红葡萄酒,"赤霞珠
梅洛
丹魄",黑莓 李子 黑醋栗,2017,-1,-1,,1419,维加德卡洛酒庄,西班牙-纳瓦拉
新疆怡然梅洛干红葡萄酒,"Joyful Winery Merlot Red Wine, Xinjiang, China",红葡萄酒,梅洛,典型丰满 协调细致,-1,-1,-1,,2392,新疆怡然葡萄酒业,中国-新疆
玛柏酒庄拉季干红葡萄酒,"Chateau Malbat Larquey, Bordeaux, France",红葡萄酒,"梅洛
赤霞珠",草莓 樱桃 香草,2014,-1,-1,,9519,玛柏酒庄,法国-波尔多
珂莱皮诺白葡萄酒,"Curly Flat White Pinot, Macedon Ranges, Australia",白葡萄酒,黑皮诺,,2011,-1,-1,,946,珂莱酒庄,澳大利亚-马斯顿山区
爱娜玛布莱德西斯莫威尼托红葡萄酒,"Inama Bradisismo Veneto Rosso, Veneto, Italy",红葡萄酒,"赤霞珠
佳美娜",甘草 樱桃 覆盆子,2015,-1,-1,"《醇鉴》:0.0
罗伯特·帕克官网:0.89
酒窖追踪:0.9
《葡萄酒倡导家》:0.89
酒窖追踪:0.9",4026,爱娜玛酒庄,意大利-威尼托
第五章西拉干红葡萄酒,"Fifth Chapter Shiraz, New South Wales, Australia",红葡萄酒,西拉,白胡椒 香料,2006,-1,-1,James Halliday:0.88,467,第五章酒庄,澳大利亚-新南威尔士州
安吉利珍藏系列霞多丽白葡萄酒,"Angeline Reserve Chardonnay, Monterey County, USA",白葡萄酒,霞多丽,,2014,-1,-1,,577,安吉利酒庄,美国-蒙特利县
葵赫斯特酒庄黑皮诺甜酒,"Quailhurst Vineyard Estate Pinot Dessert Wine, Oregon, USA",甜酒,黑皮诺,红色水果,2005,-1,-1,,361,葵赫斯特酒庄,美国-俄勒冈州
露森格拉齐仙境园雷司令逐粒精选甜白葡萄酒,"Dr. Loosen Graacher Himmelreich Riesling Beerenauslese, Mosel, Germany",甜酒,雷司令,,2006,990,-1,,1272,露森酒庄,德国-摩泽尔
戈登山酒庄霞多丽干白葡萄酒,"Gordon Hills Estate Chardonnay, Orange, Australia",白葡萄酒,霞多丽,柑橘 橡木 白桃,2010,-1,-1,,843,戈登山酒庄,澳大利亚-奥兰治
赫罗明塞拉达系列桃红新酒,"Vinos Jeromin Puerta Cerrada Rosado Joven, Madrid, Spain",桃红葡萄酒,"丹魄
玛娃
歌海娜",,2011,45,-1,,1678,赫罗明酒庄,西班牙-马德里
德马丁诺新世界珍藏赤霞珠-马尔贝克混酿干红葡萄酒,"De Martino Nuevo Mundo Reserva Cabernet Sauvignon - Malbec, Maipo Valley, Chile",红葡萄酒,"赤霞珠
马尔贝克",,2010,295,-1,《葡萄酒爱好者》:0.84,1542,德马丁诺酒庄,智利-迈坡谷
居维叶仙粉黛干红葡萄酒,"Le Cuvier Zinfandel, Paso Robles, USA",红葡萄酒,仙粉黛,,2010,-1,-1,,1444,居维叶酒庄,美国-帕索罗布尔斯
德利卡王鱼霞多丽干白葡萄酒,"Delicato Family Vineyards King Fish Chardonnay, California, USA",白葡萄酒,霞多丽,,2010,155,-1,《葡萄酒爱好者》:0.83,1430,德利卡酒庄,美国-加利福尼亚州
,Dry Creek Zinfandel Dry Creek Valley Reserve,,,耐嚼 单宁厚重 紧致,1999,-1,-1,,499,干溪谷酒庄,美国-索诺玛县
恐龙岭黑皮诺桃红葡萄酒,"Raptor Ridge Pinot Noir Rose, Oregon, USA",桃红葡萄酒,黑皮诺,,2012,-1,-1,《葡萄酒爱好者》:0.87,1692,恐龙岭酒庄,美国-俄勒冈州
肯福特珍藏老藤白诗南干白葡萄酒,"Ken Forrester Old Vine Reserve Chenin Blanc, Stellenbosch, South Africa",白葡萄酒,白诗南,,2012,-1,-1,"罗伯特·帕克官网:0.9
酒窖追踪:0.9",2996,肯福特酒庄,南非-斯特兰德
桑吉尼丹魄干红葡萄酒,"Sanguine Estate Tempranillo, Heathcote, Australia",红葡萄酒,丹魄,,2012,-1,-1,,1777,桑吉尼酒庄,澳大利亚-西斯寇特
吉哈伯通莫斯卡托白葡萄酒,"Gerard Bertrand Muscato, Languedoc-Roussillon, France",白葡萄酒,小粒白麝香,,2011,-1,-1,,745,吉哈伯通酒庄,法国-朗格多克-露喜龙
山猫黑皮诺干红葡萄酒,"Lynx Pinot Noir, Franschhoek Valley, South Africa",红葡萄酒,黑皮诺,黑樱桃 覆盆子,2015,-1,-1,,815,山猫酒庄,南非-弗兰谷
西岬洞赤霞珠-梅洛干红葡萄酒,"West Cape Howe Cabernet Merlot, Western Australia, Australia",红葡萄酒,"赤霞珠
梅洛",成熟浆果 香料 强劲,2012,-1,-1,,2965,西岬洞酒庄,澳大利亚-西澳州
布鲁托卡酒庄霍普兰德农场霞多丽白葡萄酒,"Brutocao Cellars Hopland Ranches Chardonnay, California, USA",白葡萄酒,霞多丽,蜂蜜 蜜瓜 菠萝,2014,-1,-1,,244,布鲁托卡酒庄,美国-加利福尼亚州
机场酒庄晚收琼瑶浆半甜白葡萄酒,"Airfield Estates Late Harvest Gewurztraminer, Yakima Valley, USA",白葡萄酒,琼瑶浆,,2010,-1,-1,,1041,机场酒庄,美国-华盛顿州
瑞斯卡酒庄路波卡斯特蒙特干红葡萄酒,"Tormaresca Bocca di Lupo Castel del Monte, Puglia, Italy",红葡萄酒,艾格尼科 100%,甜香料 李子 果酱 巧克力,2016,-1,-1,"《葡萄酒倡导家》:0.9
《葡萄酒倡导家》:0.91
史蒂芬·坦泽:0.92
《葡萄酒倡导家》:0.89
《葡萄酒倡导家》:0.89",5785,瑞斯卡酒庄,意大利-普利亚
哈雷布勒桃红葡萄酒,"Hazyblur Sparkling Rose, Barossa Valley, Australia",桃红葡萄酒,黑皮诺,凝练 脆爽 清新的 余味悠长 粉红色 粗犷 甜蜜 温和,2011,-1,-1,罗伯特·帕克官网:0.86,1978,哈雷布勒酒庄,澳大利亚-巴罗萨谷
玛哈维酒庄私藏干红葡萄酒,"Chateau Maravenne Collection Privee Rouge, Provence, France",红葡萄酒,"西拉
赤霞珠",黑莓 蓝莓,2014,-1,-1,,1340,玛哈维酒庄,法国-普罗旺斯
干溪谷雾奥克斯霞多丽干白葡萄酒,"Dry Creek Vineyard Foggy Oaks Chardonnay, Russian River Valley, USA",白葡萄酒,霞多丽,,2010,-1,-1,"酒窖追踪:0.85
《葡萄酒爱好者》:0.85",967,干溪谷酒庄,美国-索诺玛县
代尔西杜尔长相思-维欧尼白葡萄酒,"Darioush Duel Sauvignon Blanc - Viognier, Napa Valley, USA",白葡萄酒,"长相思
维欧尼",柠檬叶 荔枝 杏,2013,-1,-1,,489,代尔西酒庄,美国-纳帕谷
拉瓦斯泰博西拉红葡萄酒,"Ngatarawa Stables Syrah, Hawke's Bay, New Zealand",红葡萄酒,西拉,黑醋栗 覆盆子 樱桃,2013,-1,-1,,2353,拿德威酒庄,新西兰-霍克斯湾
龙骨星爱克拉斯特混酿干红葡萄酒,"Carina Cellars Iconoclast, Santa Barbara, USA",红葡萄酒,"赤霞珠
西拉",白胡椒 覆盆子 顺滑,2013,-1,-1,,1819,龙骨星酒庄,美国-圣巴巴拉县
克拉帝尔马尔贝克干红葡萄酒,"Clautiere Vineyard Estate Malbec, Paso Robles, USA",红葡萄酒,马尔贝克,,2011,-1,-1,,869,克拉帝尔酒庄,美国-帕索罗布尔斯
勃朗得顶级特酿干型香槟,"Champagne Blondel Cuvee Prestige Brut, Champagne, France",起泡酒,"霞多丽
黑皮诺",柑橘类水果 白色水果 糕饼 金银花,-1,-1,-1,,588,勃朗得香槟,法国-香槟
路易斯马提尼254号梅洛干红葡萄酒,"Louis M. Martini No. 254 Merlot, Napa Valley, USA",红葡萄酒,梅洛,,2004,-1,-1,,917,路易斯马提尼酒庄,美国-纳帕谷
北极星慕合怀特半甜红葡萄酒,"Estrella Del Norte Mourvedre, New Mexico, USA",红葡萄酒,慕合怀特,李子 黑莓 樱桃 香料,2009,-1,-1,,271,北极星酒庄,美国-新墨西哥州
盖尼雷司令半干白葡萄酒,"Gainey Riesling, Santa Ynez Valley, USA",白葡萄酒,雷司令,,2009,240,-1,"《葡萄酒爱好者》:0.86
史蒂芬·坦泽:0.88
酒窖追踪:0.85
《葡萄酒爱好者》:0.87
《葡萄酒爱好者》:0.84",1473,盖尼酒庄,美国-加利福尼亚州
布莱恩卡特欧普拉甜红葡萄酒,"Brian Carter Cellars Opulento Dessert Wine, Yakima Valley, USA",红葡萄酒,"国产多瑞加
索沙鸥
猎狗",覆盆子 樱桃 巧克力,2009,665,-1,,1529,布莱恩卡特酒庄,美国-华盛顿州
银木森林珍藏黑皮诺干红葡萄酒,"Silverwood Wines Reserve Pinot Noir, Mornington Peninsula, Australia",红葡萄酒,黑皮诺,,2008,-1,-1,,488,银木森林酒庄,-澳大利亚
欧哈乌文芳石灰皮诺半干白葡萄酒,"Ohau Wines Woven Stone Sauvignon Blanc, Ohau, New Zealand",白葡萄酒,长相思,,2011,-1,-1,,2250,欧哈乌酒庄,-新西兰
达哈瑞酒庄上莫洛（科尔登特级园）红葡萄酒,"Domaine d'Ardhuy Corton Hautes Mourottes Grand Cru, Cote de Beaune, France",红葡萄酒,黑皮诺 100%,黑莓 黑樱桃,2013,-1,-1,"《葡萄酒评论》:0.8
勃艮第葡萄酒网:0.93
《葡萄酒观察家》:0.94
安东尼·加洛尼:0.93
《葡萄酒观察家》:0.92",2276,达哈瑞酒庄,法国-阿罗克斯-科尔登
查尔斯·梅切尔酒庄梅里尔园珍藏仙粉黛干红葡萄酒,"Charles B. Mitchell Merill Vineyard Reserve Zinfandel , Sierra Foothills, USA",红葡萄酒,仙粉黛,草莓 覆盆子 蓝莓,2014,-1,-1,,268,查尔斯·米切尔酒庄,美国-塞拉丘陵
溪谷风酒庄红雨西拉干红葡萄酒,"Gully Winds Red Rain Shiraz, Barossa Valley, Australia",红葡萄酒,西拉,蓝莓 紫罗兰 巧克力,2015,730,-1,,1387,溪谷风酒庄,澳大利亚-巴罗萨谷
珀蒂切萨皮克图标系列赤霞珠干红葡萄酒,"Boordy Vineyards Chesapeake Icons Cabernet Sauvignon, Maryland, USA",红葡萄酒,赤霞珠,雪松 烟草 蔷薇果 李子,2014,-1,-1,,701,珀蒂酒庄,美国-马里兰州
卡洛琳山酒庄黑皮诺干红葡萄酒,"Caroline Hills Pinot Noir, South Australia, Australia",红葡萄酒,黑皮诺,,2011,-1,-1,,677,卡洛琳山酒庄,澳大利亚-南澳州
特伦庄园家族系列普洛赛克起泡酒,"Trentham Estate The Family Prosecco, Murray Darling, Australia",起泡酒,普洛赛克,绿梨 热带水果,-1,-1,-1,,452,特伦庄园,澳大利亚-墨累河岸地区
布罗榭酒庄西拉红葡萄酒,"Brochelle Vineyards Paso Syrah, Paso Robles, USA",红葡萄酒,西拉,培根油 烘烤燕麦 黑莓,2014,-1,-1,,620,布罗榭酒庄,美国-帕索罗布尔斯
长轨沟酒庄西拉干红葡萄酒,"Long Rail Gully Shiraz, ACT, Australia",红葡萄酒,西拉,香料 李子,2014,-1,-1,,440,长轨沟酒庄,澳大利亚-首都行政区
贝尔立凯之翼干红葡萄酒,"Les Ailes de Berliquet, Saint-Emilion, France",红葡萄酒,"梅洛
品丽珠
赤霞珠",,2014,-1,-1,"詹姆斯·萨克林:0.9
詹姆斯·萨克林:0.9
《葡萄酒观察家》:0.88
酒窖追踪:0.88
《葡萄酒观察家》:0.89",3450,贝尔立凯城堡,法国-圣埃美隆
,Tardieu-Laurent Cote du Roussillon Elephant,红葡萄酒,独家混酿,微苦 甜蜜 肥厚 粗涩 浓郁  余味悠长 风味成熟 甜蜜,2007,-1,-1,"《葡萄酒倡导家》:0.94
《葡萄酒倡导家》:0.9",663,泰德罗弘酒庄,法国-罗纳河谷
天赐酒庄潘尼斯混酿葡萄酒,"Angelicus Panis, Geographe, Australia",红葡萄酒,"霞多丽
黑皮诺",玫瑰花瓣 樱桃 柑橘 清新,2011,210,-1,,1074,天赐酒庄,澳大利亚-吉奥格拉非
黄家金领假日高级干红葡萄酒,"Huangjia Jinling Holiday Premium, Hebei, China",红葡萄酒,赤霞珠,黑樱桃、红樱桃,2010,-1,-1,,1238,黄家葡萄酒庄,中国-河北
马腾山谷珍藏长相思干白葡萄酒,"Matua Valley Reserve Sauvignon Blanc, Marlborough, New Zealand",白葡萄酒,长相思,,2012,260,-1,,882,马腾酒庄,新西兰-马尔堡
布斯科特卡默莱昂桃红葡萄酒,"Domaine Bousquet Cameleon Premium Rose, Tupungato, Argentina",桃红葡萄酒,"马尔贝克
赤霞珠",,-1,-1,-1,,934,布斯科特酒庄,阿根廷-门多萨
彼斯克提回声特别珍藏佳美娜干红葡萄酒,"Vina Bisquertt Ecos de Rulo Special Reserve Carmenere, Colchagua Valley, Chile",红葡萄酒,佳美娜,烤肉 皮革 樱桃,2015,-1,-1,"杰西斯·罗宾逊:0.7
史蒂芬·坦泽:0.89
《葡萄酒爱好者》:0.87
《葡萄酒爱好者》:0.89",3938,彼斯克提酒庄,智利-空加瓜谷
西格曼纽维奇（夏山-蒙哈榭一级园）干白葡萄酒,"Domaine Seguin-Manuel Les Vergers, Chassagne-Montrachet Premier Cru, France",白葡萄酒,霞多丽 100%,矿物 香草,-1,-1,-1,,690,西格曼纽酒庄,法国-夏山-蒙哈榭
,Kracher Chardonnay-Welschriesling Trockenbeerenauslese Neusiedlersee Nouvelle Vague No. 7,,,凝练 清瘦,1998,-1,-1,,555,格莱士酒庄,奥地利-布尔根兰
,Alexandria Nicole Cellars Duck Press Red Destiny Ridge Vineyard,红葡萄酒,独家混酿,,2012,-1,-1,"罗伯特·帕克官网:0.86
《葡萄酒倡导家》:0.86",887,尼科尔酒庄,美国-华盛顿州
雪松溪茵伦芬瑟干白葡萄酒,"Cedar Creek Estate Winery Ehrenfelser, Okanagan Valley, Canada",白葡萄酒,茵伦芬瑟,,2012,-1,-1,,1767,雪松溪酒庄,加拿大-欧肯那根谷
诺丁酒庄（蒙塔尼一级园）白葡萄酒,"Doudet-Naudin Montagny 1er Cru, Cote-Chalonnaise, France",白葡萄酒,霞多丽,柑橘 花朵,2016,495,-1,,855,诺丁酒庄,法国-蒙塔尼
大卫弗兰兹长沟路老藤赛美蓉干白葡萄酒,"David Franz Long Gully Road Ancient Vine Semillon, Barossa Valley, Australia",白葡萄酒,赛美蓉,柠檬 夏季青草 甘草本,2013,-1,-1,,469,大卫弗兰兹酒庄,澳大利亚-巴罗萨谷
简·富尼尔酒庄勃艮第老藤干红葡萄酒,"Domaine Jean Fournier Bourgogne Le Chapitre Vieilles Vignes, Burgundy, France",红葡萄酒,黑皮诺 100%,,2014,-1,-1,,1111,简·富尼尔酒庄,法国-勃艮第
雅拉巴特梅洛赤霞珠干红葡萄酒,"Yarrambat Estate Merlot Cabernet, Yarra Valley, Australia",红葡萄酒,"梅洛
赤霞珠",,2011,-1,-1,,536,雅拉巴特,澳大利亚-雅拉谷
自然之角长相思干白葡萄酒,"Cape Naturaliste Sauvignon Blanc, Margaret River, Australia",白葡萄酒,长相思,,2012,-1,-1,《詹姆士·韩礼德澳大利亚葡萄酒指南》:0.89,1135,自然之角酒庄,澳大利亚-玛格利特河
苏胡轮转梅洛混酿红葡萄酒,"Soho Revolver Merlot of Blend, Waiheke Island, New Zealand",红葡萄酒,"赤霞珠
梅洛
品丽珠",紫罗兰 天鹅绒般 核果 红浆果,2014,-1,-1,"鲍勃·坎贝尔:0.87
鲍勃·坎贝尔:0.85",2485,苏胡酒庄,新西兰-奥克兰
兰特里火山灰岭园老战士路干红葡萄酒,"Langtry Old Soldier Road Tephra Ridge Vineyard, Lake County, USA",红葡萄酒,梅里蒂奇混酿葡萄品种,,2007,700,-1,"《葡萄酒爱好者》:0.89
《葡萄酒爱好者》:0.89",1064,兰特里酒庄,美国-莱克县
,St Urbans-Hof Saarfelilser Riesling Spatlese,白葡萄酒,雷司令,微苦 有深度 雅致 余味悠长  风味 略显 风味精妙,2005,-1,-1,《葡萄酒倡导家》:0.9,1054,圣优荷夫酒庄,德国-摩泽尔
弗利普霞多丽起泡酒,"Flipflop Wines Bubbly Chardonnay, California, USA",起泡酒,霞多丽,,-1,-1,-1,,461,弗利普酒庄,美国-加利福尼亚州
迈克尔大卫老树神索干红葡萄酒,"Michael David Ancient Vine Cinsault, Lodi, USA",红葡萄酒,神索,,2011,-1,-1,,539,迈克尔大卫酒庄,美国-加利福尼亚州
帕拉西奥·埃伦西亚·雷蒙多珍藏干红葡萄酒,"Bodegas Palacios Herencia Remondo Reserva, Rioja, Spain",红葡萄酒,"丹魄
歌海娜
佳丽酿",,2007,545,-1,,1380,帕拉西奥·雷蒙多酒庄,西班牙-里奥哈
新生活火鸟系列灰皮诺干白葡萄酒,"Nova Vita Firebird Pinot Gris, Adelaide Hills, Australia",白葡萄酒,灰皮诺,活泼 平衡 芳香,2013,-1,-1,,812,新生活酒庄,澳大利亚-阿德莱得山区
布朗酒庄硕果迟摘仙粉黛红葡萄酒,"Brown Estate Arrested Late Harvest Zinfandel, Napa Valley, USA",红葡萄酒,仙粉黛,,2006,545,-1,,927,布朗酒庄,美国-纳帕谷
乐凯堡红葡萄酒,"Chateau Le Gay, Pomerol, France",红葡萄酒,"梅洛 90%
品丽珠 10%",黑莓 胡桃 丁香,2015,1880,1190,"杰夫·里弗《酒窖情报》:0.97
杰布·丹那克:0.99
詹姆斯·萨克林:0.98
杰夫·里弗《酒窖情报》:0.98
葡萄酒志:0.97",35649,乐凯堡,法国-波美侯
斯坦迪什酒庄舒伯特定理西拉干红葡萄酒,"Standish Schubert Theorem Shiraz, Barossa Valley, Australia",红葡萄酒,西拉,黑巧克力 黑莓,2010,1170,-1,"《葡萄酒倡导家》:0.96
詹姆斯·萨克林:0.92",2930,斯坦迪什酒庄,澳大利亚-巴罗萨谷
格蕾丝马格纳基安帝特级精选干红葡萄酒,"Il Molino di Grace 'Il Margone' Chianti Classico Gran Selezione DOCG,Tuscany,Italy",红葡萄酒,桑娇维塞,,2004,-1,-1,,762,格蕾丝酒庄,意大利-托斯卡纳
金鹰康多赤霞珠桃红葡萄酒,"Millaman Condor Cabernet Sauvignon Rose, Central Valley, Chile",桃红葡萄酒,赤霞珠,,2009,190,-1,,1930,金鹰酒庄,智利-中央山谷
雷施克天空赤霞珠红葡萄酒,"Reschke Empyrean Cabernet Sauvignon, Coonawarra, Australia",红葡萄酒,赤霞珠,黑醋栗 黑莓 覆盆子,2008,-1,-1,,3573,雷施克酒庄,澳大利亚-库纳瓦拉
保罗豪斯农场西拉干红葡萄酒,"Paul Hobbs Kick Ranch Vineyard Syrah, Sonoma County, USA",红葡萄酒,西拉,,2011,-1,-1,"史蒂芬·坦泽:0.91
《葡萄酒倡导家》:0.92
史蒂芬·坦泽:0.93
酒窖追踪:0.92
《葡萄酒倡导家》:0.94",2264,保罗·豪斯酒庄,美国-索诺玛县
亚拉谷唐璜赤霞珠干红葡萄酒,"Yarra Vale Wines Don Juan Cabernet Sauvignon, Yarra Valley, Australia",红葡萄酒,赤霞珠,,2004,-1,-1,,611,亚拉谷酒庄,澳大利亚-雅拉谷
夏索拉酒庄威龙拉克罗男爵干白葡萄酒,"Chateau Chasselas Baron Veyron la Croix, Pouilly-Fuisse, France",白葡萄酒,霞多丽 100%,白色水果 蜂蜜 橡木 矿物质,2014,-1,-1,,1388,夏索拉酒庄,法国-普伊-富赛
紫轩锦绣彩3干红葡萄酒,"Zixuan Splendid Color 3 Dry Red, Gansu, China",红葡萄酒,赤霞珠,黑醋栗 黑莓 香草 胡椒,-1,-1,-1,,1763,紫轩酒业,中国-甘肃
奥迪米诺酒庄无限系列仙粉黛混酿干红葡萄酒,"Ottimino Zinfinity Zinfandel Blend, Sonoma County, USA",红葡萄酒,"小西拉
仙粉黛",黑李子 樱桃 黑莓,2014,200,-1,,487,奥迪米诺酒庄,美国-索诺玛县
克里斯多夫芬利园梅里蒂奇干红葡萄酒,"Christopher Creek Finlay's Vineyard Ashley's Meritage, Dry Creek Valley, USA",红葡萄酒,梅里蒂奇混酿葡萄品种,,2009,475,-1,,1147,克里斯多夫酒庄,美国-索诺玛县
歌崇夏布利一级园佛奥克斯干白葡萄酒,"Corinne & Jean-Pierre Grossot Chablis Premier Cru Les Fourneaux, Burgundy, France",白葡萄酒,霞多丽 100%,均衡 醇厚 柔顺,2009,-1,-1,,1443,歌崇酒庄,法国-勃艮第
盛世夏都橡木桶窖藏西拉干红葡萄酒,"Shengshi Xiadu Abloom Barrel Aged Syrah, Changli, China",红葡萄酒,西拉,,2009,-1,-1,,1245,河北夏都葡萄酿酒有限公司,中国-昌黎
孤雏泪法式拥抱干白葡萄酒葡萄酒,"Oliver Twist Estate Winery French Embrace, British Columbia, Canada",白葡萄酒,"霞多丽
维欧尼",,2010,-1,-1,,707,孤雏泪酒庄,加拿大-不列颠哥伦比亚
,The Winery of Good Hope Pinot Noir Stellenbosch Radford Dale,,,柔滑,2007,-1,-1,,573,好望角酒庄,南非-海岸产区
凯利卡努预言西拉干红葡萄酒,"Kilikanoon Prophecy Shiraz, Clare Valley, Australia",红葡萄酒,西拉,红色水果 樱桃 橡木 可可,2013,-1,-1,,893,凯利卡努酒庄,澳大利亚-克莱尔谷
佳诺酒庄霞多丽起泡酒,"Katnook Estate Chardonnay Brut, Coonawarra, Australia",起泡酒,霞多丽,,2008,435,-1,,1339,佳诺酒庄,澳大利亚-库纳瓦拉
,Rosenblum Merlot Russian River Valley Appellation Series,,,香料味,2005,-1,-1,,478,罗森布拉姆酒庄,美国-索诺玛县
小河酒庄霞多丽干白葡萄酒,"Little River Chardonnay, Swan Valley, Australia",白葡萄酒,霞多丽,桃 黄油,2014,-1,-1,,703,小河酒庄,澳大利亚-天鹅地区
索诺玛海岸波利斯特里园黑皮诺干红葡萄酒,"Sonoma Coast Vineyards Balistreri Family Vineyard Freestone View Block Pinot Noir, Sonoma Coast, USA",红葡萄酒,黑皮诺,,2012,-1,-1,"《葡萄酒爱好者》:0.87
勃艮第葡萄酒网:0.88
《葡萄酒爱好者》:0.91
《葡萄酒爱好者》:0.9",1272,索诺玛海岸酒庄,美国-索诺玛县
伊诺克舞步酒庄波特之手甜酒,"Enoch's Stomp Potter's Hand, Texas, USA",甜酒,独家混酿,葡萄 水果 蜂蜜 蜜饯,2014,-1,-1,,343,伊诺克舞步酒庄,-美国
卢普绍莱帕里格干白葡萄酒,"Lupe Cholet Puligny-Montrachet, Cote de Beaune, France",白葡萄酒,霞多丽 100%,,2009,855,-1,,1265,卢普绍莱酒庄,法国-普里尼-蒙哈榭
勋彭发芳山园雷司令迟摘白葡萄酒,"Schloss Schonborn Hattenheimer Pfaffenberg Riesling Spatlese Trocken, Rheingau, Germany",白葡萄酒,雷司令,桃子 菠萝 蜜瓜,2013,-1,-1,"杰西斯·罗宾逊:0.25
史蒂芬·坦泽:0.91
《葡萄酒倡导家》:0.9
史蒂芬·坦泽:0.9
《葡萄酒爱好者》:0.9",4036,勋彭酒庄,德国-莱茵高
安妮塔月亮骑士西拉干红葡萄酒,"Finca La Anita Luna Syrah, Agrelo, Argentina",红葡萄酒,西拉,,2011,240,-1,杰西斯·罗宾逊:0.75,1598,安尼塔酒庄,阿根廷-门多萨
花思蝶雷西欧诺干红葡萄酒,"Marchesi de Frescobaldi I Leccioni, Chianti DOCG, Italy",红葡萄酒,桑娇维塞,樱桃 花朵 黑胡椒,2018,-1,-1,,6733,花思蝶酒庄,意大利-基安帝
夏蒙高达白葡萄酒,"Chateau Les Charmes Godard Blanc, Bordeaux, France",白葡萄酒,"赛美蓉
长相思
灰苏维翁",西柚 橙子 蜂蜜,2018,-1,-1,,2550,夏蒙高达酒庄,法国-波尔多
图尔巴皮耶西拉干红葡萄酒,"Montpellier de Tulbagh Shiraz, Tulbagh, South Africa",红葡萄酒,西拉,,2010,-1,-1,,1009,图尔巴皮耶酒庄,南非-图尔巴
霍斯默雷司令干白葡萄酒（干型）,"Hosmer Winery Dry Riesling, Cayuga Lake, USA",白葡萄酒,雷司令,,2011,240,-1,"《葡萄酒爱好者》:0.86
《葡萄酒爱好者》:0.85
《葡萄酒爱好者》:0.85
《葡萄酒爱好者》:0.87",1239,霍斯默酒庄,美国-纽约州
魔月珍藏小西拉干红葡萄酒,"Spellbound Reserve Petite Sirah, Napa Valley, USA",红葡萄酒,小西拉,,2007,-1,-1,,1318,魔月酒庄,美国-纳帕谷
赫尔佐克酒庄伊格尔斯兰汀西拉干红葡萄酒,"Herzog Wine Cellars Eagles Landing Syrah, California, USA",红葡萄酒,西拉,黑莓 黑李子 蓝莓酱,2014,-1,-1,,147,赫尔佐克酒庄,美国-加利福尼亚州
