name_cn,name_en,type,grapes,favor,age,market_price,price,score,click,factory,location
马尔尚兄弟酒庄特雷斯吉拉德（莫雷-圣丹尼村）干白葡萄酒,"Domaine Marchand Freres Le Tres Girard, Morey-Saint-Denis, France",白葡萄酒,霞多丽 100%,苹果 醋栗 梨,2013,-1,-1,,389,马尔尚兄弟酒庄,法国-莫雷-圣丹尼
,Osborne Seleccion Merlot-Tempranillo Vino de la Tierra de Castilla Solaz,,,,2005,-1,-1,,1343,奥斯本酒庄,-西班牙
罗伯特斯坦恩桃红葡萄酒,"Robert Stein Vineyard Rose, Mudgee, Australia",桃红葡萄酒,"赤霞珠
梅洛",浆果 干药草,2015,-1,-1,,980,罗伯特斯坦恩酒庄,澳大利亚-满吉
勋彭武德斯伯格园雷司令迟摘干白葡萄酒,"Schloss Schonborn Rudesheimer Berg Schlossberg Riesling Spatlese Trocken, Rheingau, Germany",白葡萄酒,雷司令,,2007,-1,-1,《葡萄酒爱好者》:0.9,899,勋彭酒庄,德国-莱茵高
佳娜盛宴梅雷迪思米歇尔园系列黑皮诺干红葡萄酒,"Cana's Feast Meredith Mitchell Vineyard Pinot Noir, Willamette Valley, USA",红葡萄酒,,柔顺,2002,-1,-1,《葡萄酒爱好者》:0.87,649,佳娜盛宴酒庄,美国-俄勒冈州
西斯尔山无防腐剂西拉干红葡萄酒,"Thistle Hill Preservative Free Shiraz, Mudgee, Australia",红葡萄酒,西拉,黑莓,2012,-1,-1,,899,西斯尔山酒庄,澳大利亚-满吉
小糊涂传统起泡酒,"Woodenhead Methode Champenoise Sparkling, Russian River Valley, USA",起泡酒,"霞多丽
黑皮诺
莫尼耶皮诺",,2009,805,-1,,1465,小糊涂酒庄,美国-索诺玛县
卡洛斯溪热食系列红葡萄酒,"Carlos Creek Winery Hot Dish Red, Alexandria Lakes, USA",红葡萄酒,,黑莓 甜美,-1,-1,-1,,306,卡洛斯溪酒庄,-美国
帕尼勒迪桑塞尔桃红葡萄酒,"Domaine Pascal & Nicolas Reverdy Sancerre Rose Terre de Maimbray, Loire Valley, France",,黑皮诺,优雅,2012,-1,-1,,2075,帕尼勒迪酒庄,法国-卢瓦尔河谷
双洋黑皮诺干红葡萄酒,"Two Oceans Pinot Noir, Western Cape, South Africa",红葡萄酒,黑皮诺,,2011,260,-1,,1596,双洋酒庄,南非-西开普省
马腾山谷布拉什梅洛干红葡萄酒,"Matua Valley Estate Bullrush Merlot, Hawke's Bay, New Zealand",红葡萄酒,梅洛,,2004,385,-1,《葡萄酒爱好者》:0.88,1059,马腾酒庄,新西兰-霍克斯湾
锯齿山酒庄霞多丽起泡酒,"Mt. Jagged Wines Sparkling Chardonnay, Adelaide Hills, Australia",起泡酒,霞多丽,柠檬 橘子花 奶油糕点,2014,-1,-1,,624,锯齿山酒庄,澳大利亚-阿德莱得山区
修曼酒庄珍藏卡法兰克斯红葡萄酒,"Heumann Kekfrankos Reserve, Villany, Hungary",红葡萄酒,蓝佛朗克,酸樱桃 香草 胡椒 红果 黑果,2013,-1,-1,"《醇鉴》:0.9
《醇鉴》:0.94
《醇鉴》:0.25
《醇鉴》:0.94",899,修曼酒庄,-匈牙利
夏波顿特酿白葡萄酒,"Domaine de Chaberton Estate Winery Cuvee Blanc, Fraser Valley, Canada",白葡萄酒,,,-1,-1,-1,,832,夏波顿酒庄,加拿大-不列颠哥伦比亚
路易亚都教堂（圣韦朗村）白葡萄酒,"Louis Jadot La Chapelle, Saint-Veran, France",白葡萄酒,霞多丽 100%,黄油味 简单易饮 柔顺,1993,-1,-1,,1805,路易亚都酒庄,法国-圣韦朗
,"Casale del Giglio Madreselva Rosso Lazio IGT, Lazio, Italy",,"赤霞珠
梅洛
品丽珠",,2009,295,-1,"《葡萄酒爱好者》:0.91
《葡萄酒爱好者》:0.9
史蒂芬·坦泽:0.87
《大红虾》:0.3333333333333333
史蒂芬·坦泽:0.9",1577,百合酒庄,-意大利
青石兰黑皮诺干红葡萄酒,"Bluestone Lane Pinot Noir, Mornington Peninsula, Australia",红葡萄酒,黑皮诺,优雅、平衡、柔和,2012,-1,-1,,577,青石兰酒庄,澳大利亚-莫宁顿半岛
乔丹哥尔顿（科尔登-佩勒斯特级园）干红葡萄酒,"Domaine Vincent Girardin Corton Perrieres Grand Cru, Cote de Beaune, France",红葡萄酒,黑皮诺 100%,覆盆子 草莓 香料,2017,-1,-1,"勃艮第葡萄酒网:0.93
《葡萄酒倡导家》:0.94
史蒂芬·坦泽:0.92
史蒂芬·坦泽:0.91
《葡萄酒倡导家》:0.94",4367,乔丹酒庄,法国-伯恩丘
贝维雅西拉维欧尼干红葡萄酒,"Belgravia Shiraz - Viognier, Orange, Australia",红葡萄酒,"西拉
维欧尼",杏子 桃子 花朵香 浓郁,2008,270,-1,,1419,贝维雅酒庄,澳大利亚-奥兰治
柏丽娜布里奇塔蒙费拉托干红葡萄酒,"La Bollina Bricchetta Monferrato Red DOC, Piedmont, Italy",红葡萄酒,巴贝拉,,2014,-1,-1,,541,柏丽娜酒庄,意大利-皮埃蒙特
伊顿之子罗慕路斯西拉干红葡萄酒,"Sons of Eden Romulus Shiraz, Barossa Valley, Australia",红葡萄酒,西拉,,2010,-1,-1,"詹姆斯·萨克林:0.9
《詹姆士·韩礼德澳大利亚葡萄酒指南》:0.91
《詹姆士·韩礼德澳大利亚葡萄酒指南》:0.95",2981,伊顿之子酒庄,澳大利亚-巴罗萨谷
安斯特德酒庄战神一百玛珊维欧尼混酿干白葡萄酒,"Ansted & Co. One Hundred Ares Marsanne Viognier, Bendigo, Australia",白葡萄酒,"玛珊
维欧尼",柠檬 杏子,2012,-1,-1,,600,安斯特德酒庄,澳大利亚-班迪戈
布什梅维欧尼白葡萄酒,"Bushmere Estate Viognier, Gisborne, New Zealand",白葡萄酒,维欧尼,核果 奶油 香草,2013,-1,-1,,634,布什梅酒庄,新西兰-吉斯本
克林顿安珀园黑皮诺干红葡萄酒,"Brewer-Clifton Ampelos Vineyard Pinot Noir, Sta Rita Hills, USA",红葡萄酒,黑皮诺,,2010,955,-1,"史蒂芬·坦泽:0.92
《葡萄酒倡导家》:0.92
史蒂芬·坦泽:0.94
勃艮第葡萄酒网:0.85
史蒂芬·坦泽:0.93",1142,克林顿酒庄,美国-加利福尼亚州
金塔费雷拉长相思干白葡萄酒,"Quinta Ferreira Sauvignon Blanc, Oliver, Canada",白葡萄酒,长相思,,2011,-1,-1,,578,金塔费雷拉酒庄,加拿大-安大略
蒙诺歌酒庄梅洛干红葡萄酒,"Domaine de Montnegre Le Merlot, Herault, France",红葡萄酒,梅洛,大黄 摩卡 甘草,2012,-1,-1,,1146,蒙诺歌酒庄,法国-朗格多克-露喜龙
尤里安西亚斯仙粉黛干红葡萄酒,"Joullian Sias Cuvee Zinfandel, Carmel Valley, USA",红葡萄酒,仙粉黛,,2010,-1,-1,"《葡萄酒爱好者》:0.84
《葡萄酒爱好者》:0.9
《葡萄酒爱好者》:0.86
《葡萄酒爱好者》:0.83",2832,尤里安酒庄,美国-蒙特利县
拉里奥比昂酒庄干白葡萄酒,"Chateau Larrivet Haut-Brion Blanc, Pessac-Leognan, France",白葡萄酒,"长相思 65%
赛美蓉 35%",柑橘 荔枝 柚子 矿物质,2017,-1,-1,"《葡萄酒倡导家》:0.93
《醇鉴》:0.8",8517,拉里奥比昂酒庄,法国-佩萨克-雷奥良
罗夫·宾德特酿史蒂芬妮西拉干红葡萄酒,"Rolf Binder Cuvee Stephanie Shiraz, Barossa Valley, Australia",红葡萄酒,西拉,脆爽 丰满 石榴红色 口感饱满 余味悠长 紫色 风味 圆润 香料味,2009,-1,-1,罗伯特·帕克官网:0.91,1037,罗夫·宾德（芙瑞塔）酒庄,澳大利亚-巴罗萨谷
瓦瑞尔莱斯苏蒂尔园干红葡萄酒,"Domaine Les Verrieres Clos des Soutyeres, Languedoc, France",红葡萄酒,"佳丽酿
歌海娜
西拉",莓果 香料 橡木,2017,-1,-1,《葡萄酒评论》:0.7,3910,瓦瑞尔莱斯酒庄,法国-朗格多克-露喜龙
西格曼纽勃艮第干白葡萄酒,"Domaine Seguin-Manuel Bourgogne Chardonnay, Burgundy, France",白葡萄酒,霞多丽 100%,夏日水果 蜂蜜,2010,420,-1,,974,西格曼纽酒庄,法国-勃艮第
帕斯奎尔珍藏霞多丽干白葡萄酒,"Pasquale Reserve Chardonnay, Hakataramea Valley, New Zealand",白葡萄酒,霞多丽,,2010,-1,-1,,556,帕斯奎尔酒庄,新西兰-中部奥塔哥
爱德森宾达黑皮诺干红葡萄酒,"Adelsheim Penta Pinot Noir, Willamette Valley, USA",红葡萄酒,黑皮诺,精致,1998,-1,-1,,1384,爱德森酒庄,美国-俄勒冈州
班菲酒庄贝内罗桑娇维塞干红葡萄酒,"Castello Banfi Belnero Sangiovese, Tuscany, Italy",红葡萄酒,"梅洛
桑娇维塞
赤霞珠",黑莓果酱 李子 香草,2015,-1,-1,"詹姆斯·萨克林:0.9
《葡萄酒爱好者》:0.9
酒窖追踪:0.89
《葡萄酒爱好者》:0.9
《葡萄酒爱好者》:0.9",5858,班菲酒庄,意大利-托斯卡纳
维舞西拉干红葡萄酒,"WayWood Shiraz, McLaren Vale, Australia",红葡萄酒,西拉,,2009,-1,-1,,2944,维舞酒庄,澳大利亚-迈拉仑维尔
麦卡斯特选珍藏霞多丽白葡萄酒,"Maycas del Limari Reserva Especial Chardonnay, Limari Valley, Chile",白葡萄酒,霞多丽 100%,柠檬 苹果 矿物质,2014,375,298,"詹姆斯·萨克林:0.94
《醇鉴》:0.96
詹姆斯·萨克林:0.92
帕克团队:0.91
《醇鉴》:0.96",3060,麦卡斯酒庄,智利-利马里谷
涸镇丹魄干红葡萄酒,"Drytown Cellars Tempranillo, El Dorado, USA",红葡萄酒,丹魄,野浆果,2014,-1,-1,,426,涸镇酒庄,美国-加利福尼亚州
帕斯卡（香波-慕西尼村）干红葡萄酒,"Pascal Marchand Chambolle-Musigny, Cote de Nuits, France",红葡萄酒,黑皮诺 100%,黑莓 紫罗兰 巧克力,2010,585,-1,史蒂芬·坦泽:0.91,551,帕斯卡酒庄,法国-香波-慕西尼
贝丝妮GR西拉干红葡萄酒,"Bethany GR Shiraz, Barossa Valley, Australia",红葡萄酒,西拉,,2016,-1,-1,,49,贝丝妮酒庄,澳大利亚-巴罗萨谷
烟囱石酒庄冰脊园赤霞珠干红葡萄酒,"Chimney Rock Arete Vineyard Cabernet Sauvignon, Stags Leap District, USA",红葡萄酒,赤霞珠,黑醋栗 蓝莓 甘草 丁香花蕾,2011,-1,-1,,1654,烟囱石酒庄,美国-纳帕谷
张裕爱斐堡珍藏级赤霞珠干红葡萄酒,"Chateau Changyu AFIP Global Superior Cabernet Sauvignon, Hebei, China",红葡萄酒,赤霞珠,黑李子 樱桃,2005,-1,-1,,3428,张裕爱斐堡国际酒庄,中国-河北
乔卡酒庄蒙勒珀干红葡萄酒,"Chateau Trocard Monrepos, Bordeaux Superieur, France",红葡萄酒,梅洛 100%,胡桃 李子 黑莓,2016,-1,-1,"《葡萄酒爱好者》:0.88
《葡萄酒评论》:0.75",5431,乔卡酒庄,法国-波尔多
静待马尔贝克干红葡萄酒,"La Espera Malbec, Argentina",红葡萄酒,马尔贝克,,2010,-1,-1,,2677,梵克豪森酒庄,-阿根廷
拉夏贝尔园酒庄塔耶皮埃（沃尔奈一级园）红葡萄酒,"Domaine Clos de la Chapelle Taillepieds, Volnay Premier Cru, France",红葡萄酒,黑皮诺 100%,果香 矿物质,2014,-1,-1,,767,拉夏贝尔园酒庄,法国-沃尔奈
,Novy Four Mile Creek North Coast,,,紧实 咸香味,2008,-1,-1,,630,诺威家族酒庄,美国-加利福尼亚州
施特夫勒传统灰皮诺白葡萄酒,"Domaine Stoeffler Pinot Gris, Alsace, France",白葡萄酒,灰皮诺,,2012,-1,-1,,1015,施特夫勒酒庄,法国-阿尔萨斯
斯吉姆斯通桑娇维塞桃红葡萄酒,"Skimstone Sangiovese Rosé,Mudgee,Australia",桃红葡萄酒,桑娇维塞,花香 猕猴桃 蔓越莓 樱桃,2013,-1,-1,,1419,斯吉姆斯通酒庄,澳大利亚-新南威尔士州
惠斯乐下一代系列歌海娜-西拉-玛塔罗混酿干红葡萄酒,"Whistler Next Gen Range Grenache-Shiraz-Mataro, Barossa Valley, Australia",红葡萄酒,"歌海娜
西拉
慕合怀特/莫纳斯特雷尔",黑色荆棘果实 白胡椒 干鼠尾草,2015,-1,-1,,870,惠斯乐酒庄,澳大利亚-巴罗萨谷
路易•斯迪普教堂山德里博维莱迟摘灰皮诺干白葡萄酒,"Louis Sipp Pinot Gris Kirchberg de Ribeauville Vendanges Tardives, Alsace Grand Cru, France",白葡萄酒,灰皮诺,均衡 美妙 甜蜜  醇厚,2001,665,-1,《葡萄酒评论》:0.25,1109,路易•斯迪普酒庄,法国-阿尔萨斯
雷穆父子格雷夫园干红葡萄酒,"Remoissenet Pere & Fils Greves, Beaune, France",红葡萄酒,黑皮诺 100%,,2012,-1,-1,"《葡萄酒倡导家》:0.9
《勃艮第葡萄酒》:0.86
《勃艮第葡萄酒》:0.85",1521,雷穆父子酒庄,法国-伯恩
农家女赤霞珠-梅洛混酿干红葡萄酒,"Farmer's Daughter Wines Cabernet Merlot, Mudgee, Australia",红葡萄酒,"赤霞珠
梅洛",,2012,-1,-1,,776,农家女酒庄,澳大利亚-满吉
伊琳娜黑皮诺霞多丽混酿起泡酒,"Yileena Park Pinot Noir Chardonnay, Yarra Valley, Australia",起泡酒,"霞多丽
黑皮诺",果香 奶油,-1,-1,-1,,566,伊琳娜酒庄,澳大利亚-雅拉谷
怀尔德艾尔谢伊园黑皮诺干红葡萄酒,"WildAire Shea Vineyards Pinot Noir, Yamhill-Carlton, USA",红葡萄酒,黑皮诺,樱桃 覆盆子 烤面包 香草,2013,-1,-1,"《葡萄酒爱好者》:0.94
《葡萄酒倡导家》:0.91",1600,怀尔德艾尔酒庄,美国-俄勒冈州
皮特叶兰兹长相思干白葡萄酒,"Peter Yealands Sauvignon Blanc, Marlborough, New Zealand",白葡萄酒,长相思,清新 独特,2012,155,-1,,4594,叶兰兹酒庄,新西兰-马尔堡
贝尔贝拉纳银信餐酒级干红葡萄酒,"Bodegas Berberana Carta de Plata Vino de la Tierra, Castilla y Leon, Spain",红葡萄酒,丹魄 100%,,2014,-1,-1,,5180,贝尔贝拉纳酒庄,西班牙-卡斯蒂利亚-莱昂
,m. cosentino cigar zin zinfandel (lodi),红葡萄酒,,均衡 清亮的,2000,-1,-1,《葡萄酒爱好者》:0.86,680,卡斯提诺酒庄,美国-加利福尼亚州
黛什“彗星”干红葡萄酒,"Dashe Cellars The COMET, Alexander Valley, USA",红葡萄酒,"小西拉
仙粉黛",,2011,-1,-1,,741,黛什酒庄,美国-加利福尼亚州
伊加尼亚赛美蓉-长相思混酿干白葡萄酒,"Yilgarnia Wines Semillon Sauvignon Blanc, Great Southern, Australia",白葡萄酒,"长相思
赛美蓉",核果类水果 番石榴 西番莲 柠檬,2014,-1,-1,"Wine Showcase:0.93
Wine Showcase:0.94",546,伊加尼亚酒庄,澳大利亚-大南部地区
博维力疯狂海特佳丽酿干红葡萄酒,"Bovlei Cellar Mad Hatters' Carignan, Wellington, South Africa",红葡萄酒,佳丽酿,,2012,-1,-1,,1131,博维力酒庄,南非-威灵顿
,domaine viret renaissance saint-maurice rhone-style red blend (cotes-du-rhone villages),红葡萄酒,,活泼,2004,-1,-1,"《葡萄酒爱好者》:0.88
《葡萄酒爱好者》:0.87",674,威勒特酒庄,法国-罗纳河谷
马丁斯策尔珍藏黑皮诺干红葡萄酒,"Domaine Martin Schaetzel Pinot Noir Cuvee Reserve, Alsace, France",红葡萄酒,黑皮诺,,2012,-1,-1,,1205,马丁斯策尔酒庄,法国-阿尔萨斯
,lionel osmin & cie villa beaurivage white blend (vin de france),白葡萄酒,,,2010,-1,-1,"《葡萄酒爱好者》:0.85
《葡萄酒爱好者》:0.85",1382,莱昂内奥敏酒庄,-法国
索莱斯座右铭梅洛干红葡萄酒,"Felix Solis Consigna Merlot Vino de la Tierra, Castilla La Mancha, Spain",红葡萄酒,梅洛,,2011,100,-1,,2255,索莱斯酒庄,西班牙-卡斯蒂利亚-拉曼恰
圣伯纳酒庄干红葡萄酒,"Chateau Tour Saint Bonnet, Medoc, France",红葡萄酒,"赤霞珠
梅洛
品丽珠",覆盆子 蓝莓 苹果,2015,-1,-1,酒窖追踪:0.87,15195,圣伯纳酒庄,法国-梅多克
泽玛西拉干红葡萄酒,"Zema Estate Shiraz, Coonawarra, Australia",红葡萄酒,西拉,,2008,385,-1,"《詹姆士·韩礼德澳大利亚葡萄酒指南》:0.93
杰里米·奥利弗:0.9
《詹姆士·韩礼德澳大利亚葡萄酒指南》:0.9
杰里米·奥利弗:0.25
《詹姆士·韩礼德澳大利亚葡萄酒指南》:0.89",3126,泽玛酒庄,澳大利亚-库纳瓦拉
拉罗谢尔圣克鲁斯山黑皮诺干红葡萄酒,"La Rochelle Santa Cruz Mountains Pinot Noir, Santa Cruz County, USA",红葡萄酒,黑皮诺,橡木 烟熏,2007,540,-1,《葡萄酒爱好者》:0.86,1278,拉罗谢尔酒庄,美国-加利福尼亚州
贝托纳百年干红葡萄酒,"Humberto Canale Centenium, Patagonien, Argentina",红葡萄酒,"马尔贝克
品丽珠
梅洛",巧克力 香料 香草  莓果,2009,-1,-1,,954,贝托纳酒庄,阿根廷-黑河
吉哈伯通艺术人生圣芝安干红葡萄酒,"Gerard Bertrand Art de Vivre Saint Chinian, Languedoc-Roussillon, France",红葡萄酒,歌海娜-西拉-慕合怀特,,2011,-1,-1,,836,吉哈伯通酒庄,法国-朗格多克-露喜龙
,"Yves Cuilleron Condrieu Ayguets, Rhone, France",,维欧尼,生涩 风味余味持久,2009,-1,-1,,1701,翠伊伦酒庄,法国-孔得里约
克拉伦敦山贝克谷园西拉干红葡萄酒,"Clarendon Hills Bakers Gully Syrah, Clarendon, Australia",红葡萄酒,西拉 100%,黑莓 黑醋栗 黑胡椒,2012,-1,-1,"罗伯特·帕克官网:0.89
《葡萄酒倡导家》:0.92
史蒂芬·坦泽:0.92
《葡萄酒倡导家》:0.89",4132,克拉伦敦山酒庄,澳大利亚-迈拉仑维尔
,Domaine la Mereuille Chateauneuf du Pape les Baptaurels,红葡萄酒,,有深度  酒体果香浓郁 宝石红色,2010,-1,-1,"《葡萄酒倡导家》:0.88
《葡萄酒倡导家》:0.87",1066,马云尼酒庄,法国-罗纳河谷
杨米纳希安慕合怀特干红葡萄酒,"Minassian Young Mourvedre, Paso Robles, USA",红葡萄酒,慕合怀特,,2010,-1,-1,"《葡萄酒爱好者》:0.81
《葡萄酒爱好者》:0.85
《葡萄酒爱好者》:0.8",1134,杨米纳希安酒庄,美国-帕索罗布尔斯
双德蒙蒂佩尔南-韦热莱斯干白葡萄酒,"Maison Deux Montille Soeur et Frere Pernand-Vergelesses, Cote de Beaune, France",白葡萄酒,霞多丽 100%,,2009,665,-1,"杰西斯·罗宾逊:0.8
杰西斯·罗宾逊:0.8
史蒂芬·坦泽:0.87",2099,双德蒙蒂酒庄,法国-佩尔南-韦热莱斯
杰森苹果灰皮诺混酿白葡萄酒,"Giesen Pomme de Gris, Marlborough, New Zealand",白葡萄酒,灰皮诺,清新 纯净 清脆,-1,-1,-1,,655,杰森酒庄,新西兰-马尔堡
,"Manuel Olivier Nuits-Saint-Georges Premier Cru, Cote de Nuits, France",,黑皮诺 100%,均衡,2009,-1,-1,《醇鉴》:1.25,1898,奥利维尔酒庄,法国-夜圣乔治
邦尼顿环太平洋稻花园雷司令干白葡萄酒,"Bonny Doon Vineyard Pacific Rim Dauenhauer Riesling, Willamette Valley, USA",白葡萄酒,雷司令,口感饱满 略显,2007,420,-1,"酒窖追踪:0.88
酒窖追踪:0.88",1372,邦尼顿酒庄,美国-俄勒冈州
莱昂尼斯精选混酿干红葡萄酒,Leonesse Cellars Limited Selection Four Red Blend (California),红葡萄酒,,柔顺,2005,-1,-1,《葡萄酒爱好者》:0.84,1141,莱昂尼斯酒庄,美国-加利福尼亚州
诺恩酒庄年份波特风格加强酒,"Noon Winery V.P., McLaren Vale, Australia",加强酒,歌海娜,,2006,870,-1,,1791,诺恩酒庄,澳大利亚-迈拉仑维尔
汉里奇长相思干白葡萄酒,"Weingut Hannes Harkamp Oberburgstall Sauvignon Blanc, Sudsteiermark, Austria",白葡萄酒,长相思,,2010,420,-1,,1661,汉里奇酒庄,奥地利-南施泰尔马克
罗斯柴尔德男爵智利赤霞珠干红葡萄酒,"Baron Philippe de Rothschild Cabernet Sauvignon, Valle Central, Chile",红葡萄酒,赤霞珠,,2010,155,-1,,2114,罗斯柴尔德男爵智利酒庄,智利-中央山谷
坦帕斯图铜牌长相思干白葡萄酒,"Tempus Two Copper Range Sauvignon Blanc, Adelaide Hills, Australia",白葡萄酒,长相思,,2013,-1,-1,,1580,坦帕斯图酒庄,澳大利亚-阿德莱得山区
玛尔玛唐米格尔园多石区黑皮诺干红葡萄酒,"Marimar Estate Don Miguel Vineyard Stony Block Pinot Noir, Russian River Valley, USA",,黑皮诺,,2008,820,-1,,1115,玛尔玛酒庄,美国-索诺玛县
三矿工摇臂箱桃红葡萄酒,"Three Miners Vineyard Rocker Box Rose, Central Otago, New Zealand",桃红葡萄酒,其他未知,草莓 奶油 覆盆子 桃子 蜜饯,2016,-1,-1,,1400,三矿工酒庄,新西兰-中部奥塔哥
歌岚拉特鲁菲埃干红葡萄酒,"Domaine de Grangeneuve La Truffiere, Grignan-Les-Adhemar, France",红葡萄酒,西拉,黑莓,2016,-1,-1,《醇鉴》:0.88,214,歌岚酒庄,法国-罗纳河谷
科科莫波林梅洛干红葡萄酒,"Kokomo Winery Pauline's Merlot, Dry Creek Valley, USA",红葡萄酒,梅洛,茴香 蓝色水果 雪茄盒 紫罗兰 胡椒 李子 醋栗 博伊森莓 粉胡椒,2013,-1,-1,,632,科科莫酒庄,美国-索诺玛县
钱伯斯栗红麝香甜白葡萄酒,"Chambers Rosewood Vineyards Walnut Muscat, Rutherglen, Australia",甜酒,麝香,,2010,280,-1,,3101,钱伯斯酒庄,澳大利亚-路斯格兰
柯诺苏托科纳尔梅洛桃红葡萄酒,"Cono Sur Tocornal Merlot Rose, Central Valley, Chile",桃红葡萄酒,梅洛,,2010,-1,-1,,3698,柯诺苏酒庄,智利-中央山谷
,"Provenza Molin Lugana, Lombardy, Italy",,维蒂奇诺,,2011,205,-1,,3809,普罗温萨酒庄,意大利-伦巴第
守望者斯蒂尔沃特湾西拉干红葡萄酒,"Guardian Cellars Stillwater Creek Vineyard Syrah, Columbia Valley, USA",红葡萄酒,西拉,,2008,-1,-1,"《葡萄酒爱好者》:0.91
《葡萄酒爱好者》:0.91
罗伯特·帕克官网:0.9
《葡萄酒倡导家》:0.9
《葡萄酒爱好者》:0.89",1089,守望者酒庄,美国-华盛顿州
凯伯湾灰皮诺干白葡萄酒,"Cable Bay Pinot Gris, Waiheke Island, New Zealand",白葡萄酒,灰皮诺,茉莉花 柠檬 烤松仁,2014,205,-1,,2166,凯伯湾酒庄,新西兰-奥克兰
容辰庄园国宴赤霞珠干红葡萄酒,"Rongchen Vineyard State Banquet Cabernet Sauvignon, Shacheng, China",红葡萄酒,赤霞珠,丰满柔顺,2003,-1,-1,,1148,容辰庄园,中国-沙城
,"Tardieu-Laurent Costieres de Nimes, Rhone, France",,"西拉
慕合怀特
歌海娜",不风味 美妙 明亮的 内敛 复杂 有深度  紧实   强劲有力 紫色 醇厚 酸爽,2001,330,-1,"史蒂芬·坦泽:0.9
酒窖追踪:0.89
《葡萄酒倡导家》:0.89
史蒂芬·坦泽:0.91
《葡萄酒倡导家》:0.9",1024,泰德罗弘酒庄,法国-罗纳河谷
蒲昌酒庄北醇甜红葡萄酒,"Puchang Clovine Beichun, Tulufan, China",甜酒,,李子 红色浆果 梨,2014,-1,-1,,4160,蒲昌酒庄,中国-吐鲁番
